mitre_id,name,tactic,description,url
T1505.005,Terminal Services DLL,Persistence,"Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services, renamed to Remote Desktop Services in some Windows Server OSs as of 2022, enable remote termin...",https://attack.mitre.org/techniques/T1505/005
T1059.002,AppleScript,Execution,Adversaries may abuse AppleScript for execution. AppleScript is a macOS scripting language designed to control applications and parts of the OS via inter-application messages called AppleEvents.(Citation: Apple AppleS...,https://attack.mitre.org/techniques/T1059/002
T1176,Software Extensions,Persistence,"Adversaries may abuse software extensions to establish persistent access to victim systems. Software extensions are modular components that enhance or customize the functionality of software applications, including we...",https://attack.mitre.org/techniques/T1176
T1499.002,Service Exhaustion Flood,Impact,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as w...",https://attack.mitre.org/techniques/T1499/002
T1195.003,Compromise Hardware Supply Chain,Initial Access,"Adversaries may manipulate hardware components in products prior to receipt by a final consumer for the purpose of data or system compromise. By modifying hardware or firmware in the supply chain, adversaries can inse...",https://attack.mitre.org/techniques/T1195/003
T1106,Native API,Execution,"Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involv...",https://attack.mitre.org/techniques/T1106
T1558.005,Ccache Files,Credential Access,Adversaries may attempt to steal Kerberos tickets stored in credential cache files (or ccache). These files are used for short term storage of a user's active session credentials. The ccache file is created upon user ...,https://attack.mitre.org/techniques/T1558/005
T1070.007,Clear Network Connection History and Configurations,Stealth,Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. Configuration settings as well as various artifacts that highlight connection history may be c...,https://attack.mitre.org/techniques/T1070/007
T1558.004,AS-REP Roasting,Credential Access,Adversaries may reveal credentials of accounts that have disabled Kerberos preauthentication by [Password Cracking](https://attack.mitre.org/techniques/T1110/002) Kerberos messages.(Citation: Harmj0y Roasting AS-REPs ...,https://attack.mitre.org/techniques/T1558/004
T1584.003,Virtual Private Server,Resource Development,Adversaries may compromise third-party Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. Advers...,https://attack.mitre.org/techniques/T1584/003
T1059.010,AutoHotKey & AutoIT,Execution,Adversaries may execute commands and perform malicious tasks using AutoIT and AutoHotKey automation scripts. AutoIT and AutoHotkey (AHK) are scripting languages that enable users to automate Windows tasks. These autom...,https://attack.mitre.org/techniques/T1059/010
T1600.001,Reduce Key Space,Defense Impairment,Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.(Citation: Cisco Synful Knock Evolution),https://attack.mitre.org/techniques/T1600/001
T1070.003,Clear Command History,Stealth,"In addition to clearing system logs, an adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion. Various command interpreters keep track of the commands u...",https://attack.mitre.org/techniques/T1070/003
T1202,Indirect Command Execution,Stealth,"Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. Various Windows utilities may be used to execute commands, possibly wit...",https://attack.mitre.org/techniques/T1202
T1091,Replication Through Removable Media,Lateral Movement|Initial Access,"Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and exe...",https://attack.mitre.org/techniques/T1091
T1005,Data from Local System,Collection,"Adversaries may search local system sources, such as file systems, configuration files, local databases, virtual machine files, or process memory, to find files of interest and sensitive data prior to Exfiltration.",https://attack.mitre.org/techniques/T1005
T1140,Deobfuscate/Decode Files or Information,Stealth,Adversaries may use [Obfuscated Files or Information](https://attack.mitre.org/techniques/T1027) to hide artifacts of an intrusion from analysis. They may require separate mechanisms to decode or deobfuscate that info...,https://attack.mitre.org/techniques/T1140
T1137.005,Outlook Rules,Persistence,"Adversaries may abuse Microsoft Outlook rules to obtain persistence on a compromised system. Outlook rules allow a user to define automated behavior to manage email messages. A benign rule might, for example, automati...",https://attack.mitre.org/techniques/T1137/005
T1586.003,Cloud Accounts,Resource Development,"Adversaries may compromise cloud accounts that can be used during targeting. Adversaries can use compromised cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, Mic...",https://attack.mitre.org/techniques/T1586/003
T1586.002,Email Accounts,Resource Development,"Adversaries may compromise email accounts that can be used during targeting. Adversaries can use compromised email accounts to further their operations, such as leveraging them to conduct [Phishing for Information](ht...",https://attack.mitre.org/techniques/T1586/002
T1098.007,Additional Local or Domain Groups,Persistence|Privilege Escalation,An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.,https://attack.mitre.org/techniques/T1098/007
T1608.001,Upload Malware,Resource Development,"Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, and a v...",https://attack.mitre.org/techniques/T1608/001
T1195,Supply Chain Compromise,Initial Access,Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.,https://attack.mitre.org/techniques/T1195
T1190,Exploit Public-Facing Application,Initial Access,"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration.",https://attack.mitre.org/techniques/T1190
T1558,Steal or Forge Kerberos Tickets,Credential Access,Adversaries may attempt to subvert Kerberos authentication by stealing or forging Kerberos tickets to enable [Pass the Ticket](https://attack.mitre.org/techniques/T1550/003). Kerberos is an authentication protocol wid...,https://attack.mitre.org/techniques/T1558
T1555,Credentials from Password Stores,Credential Access,"Adversaries may search for common password storage locations to obtain user credentials.(Citation: F-Secure The Dukes) Passwords are stored in several places on a system, depending on the operating system or applicati...",https://attack.mitre.org/techniques/T1555
T1567,Exfiltration Over Web Service,Exfiltration,"Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel. Popular Web services acting as an exfiltration mechanism may give a significan...",https://attack.mitre.org/techniques/T1567
T1219,Remote Access Tools,Command And Control,An adversary may use legitimate remote access tools to establish an interactive command and control channel within a network. Remote access tools create a session between two trusted hosts through a graphical interfac...,https://attack.mitre.org/techniques/T1219
T1583.001,Domains,Resource Development,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.",https://attack.mitre.org/techniques/T1583/001
T1560.002,Archive via Library,Collection,"An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries. Many libraries exist that can archive data, including [Python](https://attack.mitre.org/techniques/T1059/006...",https://attack.mitre.org/techniques/T1560/002
T1055.003,Thread Execution Hijacking,Stealth|Privilege Escalation,Adversaries may inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges. Thread Execution Hijacking is a method of executing arbitrary code in the ...,https://attack.mitre.org/techniques/T1055/003
T1684,Social Engineering,Stealth,"Adversaries may use social engineering techniques to influence users to take actions that result in unauthorized access, approval of changes, disclosure of sensitive information, or execution of adversary-supplied ins...",https://attack.mitre.org/techniques/T1684
T1036,Masquerading,Stealth,"Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools. Masquerading occurs when the name or location of an object, legitimate or mali...",https://attack.mitre.org/techniques/T1036
T1546.011,Application Shimming,Privilege Escalation|Persistence,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims. The Microsoft Windows Application Compatibility Infrastructure/Framework (Application Shim...,https://attack.mitre.org/techniques/T1546/011
T1552,Unsecured Credentials,Credential Access,"Adversaries may search compromised systems to find and obtain insecurely stored credentials. These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. [Shell Histo...",https://attack.mitre.org/techniques/T1552
T1547.010,Port Monitors,Persistence|Privilege Escalation,Adversaries may use port monitors to run an adversary supplied DLL during system boot for persistence or privilege escalation. A port monitor can be set through the <code>AddMonitor</code> API call to set a DLL to be ...,https://attack.mitre.org/techniques/T1547/010
T1070.008,Clear Mailbox Data,Stealth,Adversaries may modify mail and mail application data to remove evidence of their activity. Email applications allow users and other programs to export and delete mailbox data via command line tools or use of APIs. Ma...,https://attack.mitre.org/techniques/T1070/008
T1037.002,Login Hook,Persistence|Privilege Escalation,Adversaries may use a Login Hook to establish persistence executed upon user logon. A login hook is a plist file that points to a specific script to execute with root privileges upon user logon. The plist file is loca...,https://attack.mitre.org/techniques/T1037/002
T1659,Content Injection,Initial Access|Command And Control,Adversaries may gain access and continuously communicate with victims by injecting malicious content into systems through online network traffic. Rather than luring victims to malicious payloads hosted on a compromise...,https://attack.mitre.org/techniques/T1659
T1055,Process Injection,Stealth|Privilege Escalation,Adversaries may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges. Process injection is a method of executing arbitrary code in the address space of a separate ...,https://attack.mitre.org/techniques/T1055
T1567.004,Exfiltration Over Webhook,Exfiltration,Adversaries may exfiltrate data to a webhook endpoint rather than over their primary command and control channel. Webhooks are simple mechanisms for allowing a server to push data over HTTP/S to a client without the n...,https://attack.mitre.org/techniques/T1567/004
T1205,Traffic Signaling,Stealth|Persistence|Command And Control,Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control. Traffic signaling involves the use of a magic value or sequence that must be sent ...,https://attack.mitre.org/techniques/T1205
T1021.008,Direct Cloud VM Connections,Lateral Movement,Adversaries may leverage [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log directly into accessible cloud hosted compute infrastructure through cloud native methods. Many cloud providers offer interac...,https://attack.mitre.org/techniques/T1021/008
T1218,System Binary Proxy Execution,Stealth,"Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries. Binaries used in this technique are often Microsoft-signed files, ...",https://attack.mitre.org/techniques/T1218
T1070.006,Timestomp,Stealth,"Adversaries may modify file time attributes to hide new files or changes to existing files. Timestomping is a technique that modifies the timestamps of a file (the modify, access, create, and change times), often to m...",https://attack.mitre.org/techniques/T1070/006
T1557.004,Evil Twin,Credential Access|Collection,Adversaries may host seemingly genuine Wi-Fi access points to deceive users into connecting to malicious networks as a way of supporting follow-on behaviors such as [Network Sniffing](https://attack.mitre.org/techniqu...,https://attack.mitre.org/techniques/T1557/004
T1620,Reflective Code Loading,Stealth,"Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads. Reflective loading involves allocating then executing payloads directly within the memory of the process, ...",https://attack.mitre.org/techniques/T1620
T1016.002,Wi-Fi Discovery,Discovery,"Adversaries may search for information about Wi-Fi networks, such as network names and passwords, on compromised systems. Adversaries may use Wi-Fi information as part of [Account Discovery](https://attack.mitre.org/t...",https://attack.mitre.org/techniques/T1016/002
T1480.002,Mutual Exclusion,Stealth,Adversaries may constrain execution or actions based on the presence of a mutex associated with malware. A mutex is a locking mechanism used to synchronize access to a resource. Only one thread or process can acquire ...,https://attack.mitre.org/techniques/T1480/002
T1564.011,Ignore Process Interrupts,Stealth,Adversaries may evade defensive mechanisms by executing commands that hide from process interrupt signals. Many operating systems use signals to deliver messages to control process behavior. Command interpreters often...,https://attack.mitre.org/techniques/T1564/011
T1611,Escape to Host,Privilege Escalation,Adversaries may break out of a container or virtualized environment to gain access to the underlying host. This can allow an adversary access to other containerized or virtualized resources from the host level or to t...,https://attack.mitre.org/techniques/T1611
T1518.002,Backup Software Discovery,Discovery,"Adversaries may attempt to get a listing of backup software or configurations that are installed on a system. Adversaries may use this information to shape follow-on behaviors, such as [Data Destruction](https://attac...",https://attack.mitre.org/techniques/T1518/002
T1547.009,Shortcut Modification,Persistence|Privilege Escalation,Adversaries may create or modify shortcuts that can execute a program during system boot or user login. Shortcuts or symbolic links are used to reference other files or programs that will be opened or executed when th...,https://attack.mitre.org/techniques/T1547/009
T1010,Application Window Discovery,Discovery,"Adversaries may attempt to get a listing of open application windows. Window listings could convey information about how the system is used.(Citation: Prevailion DarkWatchman 2021) For example, information about appli...",https://attack.mitre.org/techniques/T1010
T1569.003,Systemctl,Execution,"Adversaries may abuse systemctl to execute commands or programs. Systemctl is the primary interface for systemd, the Linux init system and service manager. Typically invoked from a shell, Systemctl can also be integra...",https://attack.mitre.org/techniques/T1569/003
T1087.003,Email Account,Discovery,Adversaries may attempt to get a listing of email addresses and accounts. Adversaries may try to dump Exchange address lists such as global address lists (GALs).(Citation: Microsoft Exchange Address Lists),https://attack.mitre.org/techniques/T1087/003
T1497.003,Time Based Checks,Stealth|Discovery,"Adversaries may employ various time-based methods to detect virtualization and analysis environments, particularly those that attempt to manipulate time mechanisms to simulate longer elapses of time. This may include ...",https://attack.mitre.org/techniques/T1497/003
T1218.003,CMSTP,Stealth,Adversaries may abuse CMSTP to proxy execution of malicious code. The Microsoft Connection Manager Profile Installer (CMSTP.exe) is a command-line program used to install Connection Manager service profiles. (Citation...,https://attack.mitre.org/techniques/T1218/003
T1563.001,SSH Hijacking,Lateral Movement,Adversaries may hijack a legitimate user's SSH session to move laterally within an environment. Secure Shell (SSH) is a standard means of remote access on Linux and macOS systems. It allows a user to connect to anothe...,https://attack.mitre.org/techniques/T1563/001
T1029,Scheduled Transfer,Exfiltration,Adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals. This could be done to blend traffic patterns with normal activity or availability.,https://attack.mitre.org/techniques/T1029
T1021.002,SMB/Windows Admin Shares,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with a remote network share using Server Message Block (SMB). The adversary may then perform actions as the logged-on user.,https://attack.mitre.org/techniques/T1021/002
T1525,Implant Internal Image,Persistence,"Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP...",https://attack.mitre.org/techniques/T1525
T1572,Protocol Tunneling,Command And Control,Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems. Tunneling involves expli...,https://attack.mitre.org/techniques/T1572
T1218.002,Control Panel,Stealth,"Adversaries may abuse control.exe to proxy execution of malicious payloads. The Windows Control Panel process binary (control.exe) handles execution of Control Panel items, which are utilities that allow users to view...",https://attack.mitre.org/techniques/T1218/002
T1599.001,Network Address Translation Traversal,Defense Impairment,Adversaries may bridge network boundaries by modifying a network device’s Network Address Translation (NAT) configuration. Malicious modifications to NAT may enable an adversary to bypass restrictions on traffic routi...,https://attack.mitre.org/techniques/T1599/001
T1608.002,Upload Tool,Resource Development,"Adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting. Tools can be open or closed source, free or commercial. Tools can be used for malicious purpos...",https://attack.mitre.org/techniques/T1608/002
T1547.005,Security Support Provider,Persistence|Privilege Escalation,"Adversaries may abuse security support providers (SSPs) to execute DLLs when the system boots. Windows SSP DLLs are loaded into the Local Security Authority (LSA) process at system start. Once loaded into the LSA, SSP...",https://attack.mitre.org/techniques/T1547/005
T1036.011,Overwrite Process Arguments,Stealth,"Adversaries may modify a process's in-memory arguments to change its name in order to appear as a legitimate or benign process. On Linux, the operating system stores command-line arguments in the process’s stack and p...",https://attack.mitre.org/techniques/T1036/011
T1550,Use Alternate Authentication Material,Lateral Movement,"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.",https://attack.mitre.org/techniques/T1550
T1597.001,Threat Intel Vendors,Reconnaissance,Adversaries may search private data from threat intelligence vendors for information that can be used during targeting. Threat intelligence vendors may offer paid feeds or portals that offer more data than what is pub...,https://attack.mitre.org/techniques/T1597/001
T1011,Exfiltration Over Other Network Medium,Exfiltration,"Adversaries may attempt to exfiltrate data over a different network medium than the command and control channel. If the command and control network is a wired Internet connection, the exfiltration may occur, for examp...",https://attack.mitre.org/techniques/T1011
T1602.002,Network Device Configuration Dump,Collection,Adversaries may access network configuration files to collect sensitive data about the device and the network. The network configuration is a file containing parameters that determine the operation of the device. The ...,https://attack.mitre.org/techniques/T1602/002
T1589,Gather Victim Identity Information,Reconnaissance,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addre...",https://attack.mitre.org/techniques/T1589
T1560,Archive Collected Data,Collection,An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network.(Citation: DOJ...,https://attack.mitre.org/techniques/T1560
T1553.003,SIP and Trust Provider Hijacking,Defense Impairment,"Adversaries may tamper with SIP and trust provider components to mislead the operating system and application control tools when conducting signature validation checks. In user mode, Windows Authenticode (Citation: Mi...",https://attack.mitre.org/techniques/T1553/003
T1185,Browser Session Hijacking,Collection,"Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijackin...",https://attack.mitre.org/techniques/T1185
T1021,Remote Services,Lateral Movement,"Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a service that accepts remote connections, such as telnet, SSH, and VNC. The adversary may then perform actions as the logged...",https://attack.mitre.org/techniques/T1021
T1071.003,Mail Protocols,Command And Control,"Adversaries may communicate using application layer protocols associated with electronic mail delivery to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and ofte...",https://attack.mitre.org/techniques/T1071/003
T1556.007,Hybrid Identity,Defense Impairment|Persistence|Credential Access,"Adversaries may patch, modify, or otherwise backdoor cloud authentication processes that are tied to on-premises user identities in order to bypass typical authentication mechanisms, access credentials, and enable per...",https://attack.mitre.org/techniques/T1556/007
T1595.002,Vulnerability Scanning,Reconnaissance,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns w...,https://attack.mitre.org/techniques/T1595/002
T1059.009,Cloud API,Execution,Adversaries may abuse cloud APIs to execute malicious commands. APIs available in cloud environments provide various functionalities and are a feature-rich method for programmatic access to nearly all aspects of a ten...,https://attack.mitre.org/techniques/T1059/009
T1596,Search Open Technical Databases,Reconnaissance,"Adversaries may search freely available technical databases for information about victims that can be used during targeting. Information about victims may be available in online databases and repositories, such as reg...",https://attack.mitre.org/techniques/T1596
T1218.015,Electron Applications,Stealth,"Adversaries may abuse components of the Electron framework to execute malicious code. The Electron framework hosts many common applications such as Signal, Slack, and Microsoft Teams.(Citation: Electron 2) Originally ...",https://attack.mitre.org/techniques/T1218/015
T1207,Rogue Domain Controller,Defense Impairment,Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC). DCShadow is a method of manipulating Active Directory ...,https://attack.mitre.org/techniques/T1207
T1553.006,Code Signing Policy Modification,Defense Impairment,Adversaries may modify code signing policies to enable execution of unsigned or self-signed code. Code signing provides a level of authenticity on a program from a developer and a guarantee that the program has not be...,https://attack.mitre.org/techniques/T1553/006
T1610,Deploy Container,Execution,"Adversaries may deploy a container into an environment to facilitate execution or evade defenses. In some cases, adversaries may deploy a new container to execute processes associated with a particular image or deploy...",https://attack.mitre.org/techniques/T1610
T1112,Modify Registry,Defense Impairment|Persistence,"Adversaries may interact with the Windows Registry as part of a variety of other techniques to aid in defense evasion, persistence, and execution.",https://attack.mitre.org/techniques/T1112
T1543.004,Launch Daemon,Persistence|Privilege Escalation,"Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence. Launch Daemons are plist files used to interact with Launchd, the service management framework used by macOS. Launc...",https://attack.mitre.org/techniques/T1543/004
T1580,Cloud Infrastructure Discovery,Discovery,"An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment. This includes compute service resources such as instances, virtual machine...",https://attack.mitre.org/techniques/T1580
T1555.003,Credentials from Web Browsers,Credential Access,Adversaries may acquire credentials from web browsers by reading files specific to the target browser.(Citation: Talos Olympic Destroyer 2018) Web browsers commonly save credentials such as website usernames and passw...,https://attack.mitre.org/techniques/T1555/003
T1574.008,Path Interception by Search Order Hijacking,Stealth|Execution,"Adversaries may execute their own malicious payloads by hijacking the search order used to load other programs. Because some programs do not call other programs using the full path, adversaries may place their own fil...",https://attack.mitre.org/techniques/T1574/008
T1491,Defacement,Impact,"Adversaries may modify visual content available internally or externally to an enterprise network, thus affecting the integrity of the original content. Reasons for [Defacement](https://attack.mitre.org/techniques/T14...",https://attack.mitre.org/techniques/T1491
T1535,Unused/Unsupported Cloud Regions,Stealth,Adversaries may create cloud instances in unused geographic service regions in order to evade detection. Access is usually obtained through compromising accounts used to manage cloud infrastructure.,https://attack.mitre.org/techniques/T1535
T1557.003,DHCP Spoofing,Credential Access|Collection,Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network. By achieving the adversar...,https://attack.mitre.org/techniques/T1557/003
T1563,Remote Service Session Hijacking,Lateral Movement,"Adversaries may take control of preexisting sessions with remote services to move laterally in an environment. Users may use valid credentials to log into a service specifically designed to accept remote connections, ...",https://attack.mitre.org/techniques/T1563
T1564.013,Bind Mounts,Stealth,"Adversaries may abuse bind mounts on file structures to hide their activity and artifacts from native utilities. A bind mount maps a directory or file from one location on the filesystem to another, similar to a short...",https://attack.mitre.org/techniques/T1564/013
T1027.001,Binary Padding,Stealth,"Adversaries may use binary padding to add junk data and change the on-disk representation of malware. This can be done without affecting the functionality or behavior of a binary, but can increase the size of the bina...",https://attack.mitre.org/techniques/T1027/001
T1505.003,Web Shell,Persistence,Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to access the Web ser...,https://attack.mitre.org/techniques/T1505/003
T1484.001,Group Policy Modification,Defense Impairment|Privilege Escalation,"Adversaries may modify Group Policy Objects (GPOs) to subvert the intended discretionary access controls for a domain, usually with the intention of escalating privileges on the domain. Group policy allows for central...",https://attack.mitre.org/techniques/T1484/001
T1685.006,Clear Linux or Mac System Logs,Defense Impairment,Adversaries may clear system logs to hide evidence of an intrusion. macOS and Linux both keep track of system or user-initiated actions via system logs. The majority of native system logging is stored under the `/var/...,https://attack.mitre.org/techniques/T1685/006
T1217,Browser Information Discovery,Discovery,"Adversaries may enumerate information about browsers to learn more about compromised environments. Data saved by browsers (such as bookmarks, accounts, and browsing history) may reveal a variety of personal informatio...",https://attack.mitre.org/techniques/T1217
T1552.004,Private Keys,Credential Access,"Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials. Private cryptographic keys and certificates are used for authentication, encryption/decryption, and di...",https://attack.mitre.org/techniques/T1552/004
T1583.004,Server,Resource Development,"Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversari...",https://attack.mitre.org/techniques/T1583/004
T1021.006,Windows Remote Management,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with remote systems using Windows Remote Management (WinRM). The adversary may then perform actions as the logged-on user.,https://attack.mitre.org/techniques/T1021/006
T1011.001,Exfiltration Over Bluetooth,Exfiltration,"Adversaries may attempt to exfiltrate data over Bluetooth rather than the command and control channel. If the command and control network is a wired Internet connection, an adversary may opt to exfiltrate data using a...",https://attack.mitre.org/techniques/T1011/001
T1078.001,Default Accounts,Stealth|Persistence|Privilege Escalation|Initial Access,"Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Default accounts are those that are built-into an OS, such...",https://attack.mitre.org/techniques/T1078/001
T1547.003,Time Providers,Persistence|Privilege Escalation,Adversaries may abuse time providers to execute DLLs when the system boots. The Windows Time service (W32Time) enables time synchronization across and within domains.(Citation: Microsoft W32Time Feb 2018) W32Time time...,https://attack.mitre.org/techniques/T1547/003
T1546.005,Trap,Privilege Escalation|Persistence,Adversaries may establish persistence by executing malicious content triggered by an interrupt signal. The <code>trap</code> command allows programs and shells to specify commands that will be executed upon receiving ...,https://attack.mitre.org/techniques/T1546/005
T1574.006,Dynamic Linker Hijacking,Stealth|Execution,"Adversaries may execute their own malicious payloads by hijacking environment variables the dynamic linker uses to load shared libraries. During the execution preparation phase of a program, the dynamic linker loads s...",https://attack.mitre.org/techniques/T1574/006
T1136.001,Local Account,Persistence,"Adversaries may create a local account to maintain access to victim systems. Local accounts are those configured by an organization for use by users, remote support, services, or for administration on a single system ...",https://attack.mitre.org/techniques/T1136/001
T1681,Search Threat Vendor Data,Reconnaissance,"Threat actors may seek information/indicators from closed or open threat intelligence sources gathered about their own campaigns, as well as those conducted by other adversaries that may align with their target indust...",https://attack.mitre.org/techniques/T1681
T1674,Input Injection,Execution,"Adversaries may simulate keystrokes on a victim’s computer by various means to perform any type of action on behalf of the user, such as launching the command interpreter using keyboard shortcuts,  typing an inline sc...",https://attack.mitre.org/techniques/T1674
T1092,Communication Through Removable Media,Command And Control,Adversaries can perform command and control between compromised hosts on potentially disconnected networks using removable media to transfer commands from system to system.(Citation: ESET Sednit USBStealer 2014) Both ...,https://attack.mitre.org/techniques/T1092
T1585.002,Email Accounts,Resource Development,"Adversaries may create email accounts that can be used during targeting. Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct [Phishing for Informat...",https://attack.mitre.org/techniques/T1585/002
T1557.001,Name Resolution Poisoning and SMB Relay,Credential Access|Collection,"By responding to LLMNR/NBT-NS/mDNS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.(Citation: BlackCat ransomware) This act...",https://attack.mitre.org/techniques/T1557/001
T1222,File and Directory Permissions Modification,Defense Impairment,Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files.(Citation: Hybrid Analysis Icacls1 June 2018)(Citation: Hybrid Analysis Icacls2 May 2018)...,https://attack.mitre.org/techniques/T1222
T1003.001,LSASS Memory,Credential Access,"Adversaries may attempt to access credential material stored in the process memory of the Local Security Authority Subsystem Service (LSASS). After a user logs on, the system generates and stores a variety of credenti...",https://attack.mitre.org/techniques/T1003/001
T1176.002,IDE Extensions,Persistence,"Adversaries may abuse an integrated development environment (IDE) extension to establish persistent access to victim systems.(Citation: Mnemonic misuse visual studio) IDEs such as Visual Studio Code, IntelliJ IDEA, an...",https://attack.mitre.org/techniques/T1176/002
T1595,Active Scanning,Reconnaissance,"Adversaries may execute active reconnaissance scans to gather information that can be used during targeting. Active scans are those where the adversary probes victim infrastructure via network traffic, as opposed to o...",https://attack.mitre.org/techniques/T1595
T1027.016,Junk Code Insertion,Stealth,"Adversaries may use junk code / dead code to obfuscate a malware’s functionality. Junk code is code that either does not execute, or if it does execute, does not change the functionality of the code. Junk code makes a...",https://attack.mitre.org/techniques/T1027/016
T1548,Abuse Elevation Control Mechanism,Privilege Escalation,Adversaries may circumvent mechanisms designed to control privilege elevation to gain higher-level permissions. Most modern systems contain native elevation control mechanisms that are intended to limit privileges tha...,https://attack.mitre.org/techniques/T1548
T1134.002,Create Process with Token,Stealth|Privilege Escalation,Adversaries may create a new process with an existing token to escalate privileges and bypass access controls. Processes can be created with the token and resulting security context of another user using features such...,https://attack.mitre.org/techniques/T1134/002
T1548.001,Setuid and Setgid,Privilege Escalation,"An adversary may abuse configurations where an application has the setuid or setgid bits set in order to get code running in a different (and possibly more privileged) user’s context. On Linux or macOS, when the setui...",https://attack.mitre.org/techniques/T1548/001
T1547.004,Winlogon Helper DLL,Persistence|Privilege Escalation,Adversaries may abuse features of Winlogon to execute DLLs and/or executables when a user logs in. Winlogon.exe is a Windows component responsible for actions at logon/logoff as well as the secure attention sequence (...,https://attack.mitre.org/techniques/T1547/004
T1021.003,Distributed Component Object Model,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with remote machines by taking advantage of Distributed Component Object Model (DCOM). The adversary may then perform actions...,https://attack.mitre.org/techniques/T1021/003
