mitre_id,name,tactic,description,url
T1566.002,Spearphishing Link,Initial Access,Adversaries may send spearphishing emails with a malicious link in an attempt to gain access to victim systems. Spearphishing with a link is a specific variant of spearphishing. It is different from other forms of spe...,https://attack.mitre.org/techniques/T1566/002
T1499.004,Application or System Exploitation,Impact,Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users. (Citation: Sucuri BIND9 August 2015) Some systems may automatically restart critical ap...,https://attack.mitre.org/techniques/T1499/004
T1137,Office Application Startup,Persistence,Adversaries may leverage Microsoft Office-based applications for persistence between startups. Microsoft Office is a fairly common application suite on Windows-based operating systems within an enterprise network. The...,https://attack.mitre.org/techniques/T1137
T1218.004,InstallUtil,Stealth,Adversaries may use InstallUtil to proxy execution of code through a trusted Windows utility. InstallUtil is a command-line utility that allows for installation and uninstallation of resources by executing specific in...,https://attack.mitre.org/techniques/T1218/004
T1598.003,Spearphishing Link,Reconnaissance,Adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging informat...,https://attack.mitre.org/techniques/T1598/003
T1021.004,SSH,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into remote machines using Secure Shell (SSH). The adversary may then perform actions as the logged-on user.,https://attack.mitre.org/techniques/T1021/004
T1098.003,Additional Cloud Roles,Persistence|Privilege Escalation,"An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or ...",https://attack.mitre.org/techniques/T1098/003
T1547.012,Print Processors,Persistence|Privilege Escalation,"Adversaries may abuse print processors to run malicious DLLs during system boot for persistence and/or privilege escalation. Print processors are DLLs that are loaded by the print spooler service, `spoolsv.exe`, durin...",https://attack.mitre.org/techniques/T1547/012
T1566.001,Spearphishing Attachment,Initial Access,Adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems. Spearphishing attachment is a specific variant of spearphishing. Spearphishing attachment is differ...,https://attack.mitre.org/techniques/T1566/001
T1027.008,Stripped Payloads,Stealth,"Adversaries may attempt to make a payload difficult to analyze by removing symbols, strings, and other human readable information. Scripts and executables may contain variables names and other strings that help develo...",https://attack.mitre.org/techniques/T1027/008
T1559.001,Component Object Model,Execution,Adversaries may use the Windows Component Object Model (COM) for local code execution. COM is an inter-process communication (IPC) component of the native Windows application programming interface (API) that enables i...,https://attack.mitre.org/techniques/T1559/001
T1574.001,DLL,Stealth|Execution,"Adversaries may abuse dynamic-link library files (DLLs) in order to achieve persistence, escalate privileges, and evade defenses. DLLs are libraries that contain code and data that can be simultaneously utilized by mu...",https://attack.mitre.org/techniques/T1574/001
T1119,Automated Collection,Collection,"Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a [Command and Scripting Interpreter](htt...",https://attack.mitre.org/techniques/T1119
T1689,Downgrade Attack,Defense Impairment,"Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/or does not support updated security controls. Downgrade attacks typically take advantage of a system’s backward comp...",https://attack.mitre.org/techniques/T1689
T1115,Clipboard Data,Collection,Adversaries may collect data stored in the clipboard from users copying information within or between applications.,https://attack.mitre.org/techniques/T1115
T1003.007,Proc Filesystem,Credential Access,Adversaries may gather credentials from the proc filesystem or `/proc`. The proc filesystem is a pseudo-filesystem used as an interface to kernel data structures for Linux based systems managing virtual memory. For ea...,https://attack.mitre.org/techniques/T1003/007
T1583.005,Botnet,Resource Development,"Adversaries may buy, lease, or rent a network of compromised systems that can be used during targeting. A botnet is a network of compromised systems that can be instructed to perform coordinated tasks.(Citation: Norto...",https://attack.mitre.org/techniques/T1583/005
T1555.005,Password Managers,Credential Access,"Adversaries may acquire user credentials from third-party password managers.(Citation: ise Password Manager February 2019) Password managers are applications designed to store user credentials, normally in an encrypte...",https://attack.mitre.org/techniques/T1555/005
T1553.001,Gatekeeper Bypass,Defense Impairment,Adversaries may modify file attributes and subvert Gatekeeper functionality to evade user prompts and execute untrusted programs. Gatekeeper is a set of technologies that act as layer of Apple’s security model to ensu...,https://attack.mitre.org/techniques/T1553/001
